City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Mauldin,US,34.7787,-82.3101,66.2,82,40,9.22,scattered clouds
348,Coihaique,CL,-45.5752,-72.0662,57.2,77,75,4.61,broken clouds
349,Asau,RO,46.4333,26.4,39.0,50,100,5.44,overcast clouds
350,Wajid,SO,3.8093,43.2471,75.72,68,100,15.75,overcast clouds
351,Auki,SB,-8.7676,160.7034,86.11,63,40,6.49,light rain
352,Am Timan,TD,11.0297,20.2827,81.55,43,32,5.77,scattered clouds
353,Hay River,CA,60.8156,-115.7999,35.6,35,100,12.66,overcast clouds
354,Acapulco,MX,16.8634,-99.8901,84.2,58,1,2.3,clear sky
355,Antofagasta,CL,-23.65,-70.4,60.8,82,20,9.22,few clouds
356,Murray Bridge,AU,-35.1167,139.2667,64.99,65,17,5.79,few clouds
357,Mineiros,BR,-17.5694,-52.5511,68.18,56,0,3.06,clear sky
358,Tonj,SS,7.2737,28.6822,78.64,53,47,4.09,scattered clouds
359,Ashland,US,40.8167,-82.2665,62.6,48,1,5.75,clear sky
360,Chateauroux,FR,46.8167,1.7,33.8,93,0,3.44,clear sky
361,Jobabo,CU,20.9692,-76.2994,78.8,61,0,20.71,clear sky
362,Huilong,CN,31.8111,121.655,66.0,69,0,1.99,clear sky
363,Porangatu,BR,-13.4408,-49.1486,73.62,79,100,0.78,overcast clouds
364,Torzhok,RU,57.0436,34.9622,32.88,91,100,2.93,overcast clouds
365,Mitu,CO,1.1983,-70.1733,72.66,97,32,2.42,scattered clouds
366,Vaitape,PF,-16.5167,-151.75,82.62,74,14,22.62,few clouds
367,Winnemucca,US,40.973,-117.7357,62.6,16,1,3.44,clear sky
368,Vila Velha,BR,-20.3297,-40.2925,78.8,78,0,3.44,clear sky
369,Sakakah,SA,29.9697,40.2064,51.8,25,0,8.05,clear sky
370,Manadhoo,MV,5.7667,73.3833,81.43,79,100,18.28,overcast clouds
371,Monrovia,LR,6.3005,-10.7969,77.0,94,40,5.5,scattered clouds
372,Muzhi,RU,65.3667,64.6667,23.04,83,100,13.58,overcast clouds
373,Gladstone,AU,-23.85,151.25,84.2,51,40,4.61,light rain
374,Camacha,PT,33.0833,-16.3333,64.4,82,40,21.85,scattered clouds
375,Ciudad Del Maiz,MX,22.4,-99.6,73.62,43,1,8.34,clear sky
376,Hamilton,US,39.1834,-84.5333,66.2,59,20,12.66,few clouds
377,Bontang,ID,0.1333,117.5,79.54,82,100,2.3,overcast clouds
378,West Bay,KY,19.3667,-81.4167,80.6,74,20,10.36,few clouds
379,Coquimbo,CL,-29.9533,-71.3436,59.0,88,75,8.05,broken clouds
380,Kindia,GN,10.0569,-12.8658,69.69,82,5,2.77,clear sky
381,Randfontein,ZA,-26.1844,27.702,62.6,63,96,13.8,overcast clouds
382,Kilindoni,TZ,-7.9139,39.6668,80.89,73,100,6.6,overcast clouds
383,Troitsko-Pechorsk,RU,62.7084,56.1964,19.31,92,100,6.93,overcast clouds
384,Margate,GB,51.3813,1.3862,48.0,73,100,4.0,overcast clouds
385,Adeje,ES,28.1227,-16.726,66.0,72,20,4.61,few clouds
386,Ponnani,IN,10.767,75.9252,80.6,83,40,1.99,mist
387,Bulgan,MN,48.8125,103.5347,25.23,58,5,3.04,clear sky
388,Popondetta,PG,-8.7537,148.2534,89.78,53,100,3.47,overcast clouds
389,Vao,NC,-22.6667,167.4833,78.1,79,13,12.28,few clouds
390,Santa Maria,BR,-29.6842,-53.8069,71.6,100,75,2.3,light rain
391,Cabo San Lucas,MX,22.8909,-109.9124,73.99,56,20,11.5,few clouds
392,Divnomorskoye,RU,44.5011,38.1353,45.16,83,100,7.67,light rain
393,Hoorn,NL,52.6431,5.0578,46.0,86,100,4.0,overcast clouds
394,Alice Springs,AU,-23.7,133.8833,78.8,47,16,14.97,few clouds
395,Nikolskoye,RU,59.7035,30.7861,39.99,70,0,8.95,clear sky
396,Ossora,RU,59.2353,163.0719,20.86,82,100,15.26,overcast clouds
397,Malm,NO,64.0721,11.2172,37.99,100,0,2.3,clear sky
398,Nouakchott,MR,18.0858,-15.9785,69.8,64,0,20.71,clear sky
399,Boden,SE,65.8252,21.6886,35.6,93,90,11.5,overcast clouds
400,Oster,UA,50.9506,30.8823,43.0,100,38,4.68,scattered clouds
401,Rio Pardo De Minas,BR,-15.6097,-42.5397,65.8,45,54,1.92,broken clouds
402,Vysokogornyy,RU,50.1167,139.15,35.69,73,22,2.24,few clouds
403,Beipiao,CN,41.7919,120.7792,53.33,24,100,16.58,light rain
404,Saint-Joseph,RE,-21.3667,55.6167,75.2,83,20,5.75,few clouds
405,Buala,SB,-8.145,159.5921,84.42,73,63,10.47,moderate rain
406,San Policarpo,PH,12.1791,125.5072,81.57,81,99,9.26,overcast clouds
407,Manta,EC,-0.95,-80.7333,80.6,69,20,3.44,few clouds
408,Mandalgovi,MN,45.7625,106.2708,24.03,35,0,13.04,clear sky
409,Jadu,LY,31.953,12.0261,56.35,25,100,10.25,overcast clouds
410,Meadow Lake,US,34.8014,-106.5436,57.99,19,20,12.66,few clouds
411,Port Blair,IN,11.6667,92.75,82.9,72,100,3.18,overcast clouds
412,Ginir,ET,7.1333,40.7,60.73,35,100,4.16,overcast clouds
413,Salvador,SV,13.8333,-88.9167,80.6,65,0,4.61,clear sky
414,Sayyan,YE,15.1718,44.3244,51.1,30,43,1.52,scattered clouds
415,Ca Mau,VN,9.1769,105.15,84.83,67,69,7.76,broken clouds
416,Mufulira,ZM,-12.5498,28.2407,60.04,98,90,3.74,overcast clouds
417,Aranos,NA,-24.1333,19.1167,65.8,45,0,9.73,clear sky
418,Yanam,IN,16.7333,82.2167,75.2,88,97,1.41,fog
419,Springbok,ZA,-29.6643,17.8865,56.28,47,3,6.42,clear sky
420,Lucea,JM,18.451,-78.1736,80.6,74,20,9.22,few clouds
421,Verkhnevilyuysk,RU,63.4453,120.3167,19.17,93,88,3.65,overcast clouds
422,Quzhou,CN,28.9594,118.8686,67.64,77,69,5.79,broken clouds
423,Tari,NG,12.4086,4.4914,74.97,12,3,13.8,clear sky
424,Agadez,NE,19.75,10.25,63.66,15,0,14.43,clear sky
425,Paciran,ID,-6.8767,112.3761,81.19,80,94,4.09,overcast clouds
426,Portland,US,45.5234,-122.6762,64.0,42,75,3.44,broken clouds
427,Monkey Bay,MW,-14.0728,34.9201,75.06,80,87,3.62,light rain
428,Camopi,GF,3.1655,-52.3158,71.64,99,100,1.7,overcast clouds
429,Viedma,AR,-40.8135,-62.9967,57.88,53,31,12.93,scattered clouds
430,Teguise,ES,29.0605,-13.564,64.4,82,20,4.61,few clouds
431,Oksfjord,NO,70.2396,22.3479,39.2,75,90,12.66,light rain
432,Aksay,RU,47.26,39.87,41.0,81,0,6.71,clear sky
433,Emba,KZ,48.8264,58.1442,20.75,94,100,3.11,overcast clouds
434,Lazarev,RU,52.225,141.5131,26.02,93,91,6.55,overcast clouds
435,Srednekolymsk,RU,67.45,153.6833,2.12,69,91,1.86,overcast clouds
436,Kermanshah,IR,34.3142,47.065,35.6,48,0,9.22,clear sky
437,Half Moon Bay,US,37.4636,-122.4286,75.2,77,1,9.22,haze
438,Bosobolo,CD,4.1833,19.9,72.93,76,16,1.57,few clouds
439,High Rock,BS,26.6208,-78.2833,77.0,73,0,9.22,clear sky
440,Iranshahr,IR,27.2025,60.6848,77.0,20,41,4.61,scattered clouds
441,Inyonga,TZ,-6.7167,32.0667,61.45,95,100,0.6,light rain
442,Jalu,LY,29.0331,21.5482,54.07,39,0,6.85,clear sky
443,Oberndorf,DE,48.2905,8.5722,37.99,80,62,4.52,broken clouds
444,Mpulungu,ZM,-8.7623,31.1141,70.45,86,100,3.71,light rain
445,Sarkand,KZ,45.41,79.9186,42.89,93,100,6.04,overcast clouds
446,Vinh,VN,18.6667,105.6667,77.85,84,47,3.62,scattered clouds
447,Idenao,CM,4.2475,9.0047,77.0,88,20,5.75,few clouds
448,Blagoyevo,RU,63.3667,47.9167,12.33,97,91,2.66,overcast clouds
449,Dunedin,NZ,-45.8742,170.5036,68.0,70,24,1.01,few clouds
450,Shenzhen,CN,22.5455,114.0683,80.01,87,21,3.56,few clouds
451,Rabaul,PG,-4.1967,152.1721,84.56,65,100,3.47,overcast clouds
452,Payo,ID,-3.7508,103.6372,75.65,93,100,2.21,overcast clouds
453,Berberati,CF,4.2612,15.7922,69.24,85,13,1.77,few clouds
454,Bonavista,CA,48.6499,-53.1147,28.0,86,100,8.05,overcast clouds
455,Mackay,AU,-21.15,149.2,86.0,65,0,12.66,clear sky
456,Tanout,NE,14.9709,8.8879,64.65,20,1,12.3,clear sky
457,Grindavik,IS,63.8424,-22.4338,33.8,100,75,9.22,light snow
458,Synya,RU,65.3718,58.0387,13.19,97,60,5.01,broken clouds
459,Visnes,NO,59.3556,5.2242,43.0,93,20,11.5,few clouds
460,Atlantic Beach,US,30.3344,-81.3987,77.0,78,1,20.71,clear sky
461,Nara,JP,34.6851,135.8049,62.01,72,75,9.22,broken clouds
462,Mayahi,NE,13.9553,7.6712,66.42,19,0,11.1,clear sky
463,Isangel,VU,-19.55,169.2667,84.2,79,40,9.22,scattered clouds
464,Wodonga,AU,-36.1167,146.8833,66.99,82,100,2.3,overcast clouds
465,Gat,IL,31.61,34.7642,55.99,100,37,1.01,scattered clouds
466,Grand Gaube,MU,-20.0064,57.6608,77.0,84,98,1.01,overcast clouds
467,Smidovich,RU,48.6,133.8167,34.21,97,100,11.16,overcast clouds
468,San Matias,BO,-16.3667,-58.4,77.99,65,12,3.6,few clouds
469,Vardo,NO,70.3705,31.1107,37.0,93,100,19.93,overcast clouds
470,Biak,ID,-0.9131,122.8766,81.32,70,100,0.78,light rain
471,Kedzierzyn-Kozle,PL,50.3498,18.2261,39.0,81,100,3.0,light rain
472,Dwarka,IN,22.2394,68.9678,77.41,78,23,10.74,few clouds
473,Buderim,AU,-26.6833,153.05,84.99,91,53,1.01,broken clouds
474,Te Anau,NZ,-45.4167,167.7167,65.05,77,100,3.2,light rain
475,Kaka,TM,37.3482,59.6143,55.47,63,100,23.55,overcast clouds
476,Samarai,PG,-10.6167,150.6667,84.74,74,86,15.28,overcast clouds
477,Killybegs,IE,54.6333,-8.45,48.0,92,100,11.99,light rain
478,Eyl,SO,7.9803,49.8164,77.25,81,100,9.53,overcast clouds
479,Kaeo,NZ,-35.1,173.7833,69.01,84,100,10.0,overcast clouds
480,San Miguel,SV,13.4833,-88.1833,81.5,47,0,4.0,clear sky
481,Moscow,RU,55.7522,37.6156,36.0,80,0,2.24,clear sky
482,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.08,87,73,2.48,broken clouds
483,Aras,ES,42.5617,-2.356,50.0,87,0,3.44,clear sky
484,Akdepe,TM,42.0551,59.3788,48.2,57,0,6.91,clear sky
485,Louis Trichardt,ZA,-23.0439,29.9032,63.16,85,48,9.31,scattered clouds
486,Namibe,AO,-15.1961,12.1522,74.93,74,93,5.23,overcast clouds
487,Puerto Escondido,MX,15.85,-97.0667,84.2,79,1,3.44,clear sky
488,Laguna,US,38.421,-121.4238,75.0,25,1,4.61,clear sky
489,Axim,GH,4.8699,-2.2405,78.13,87,33,4.59,scattered clouds
490,Valdivia,CL,-39.8142,-73.2459,59.0,72,61,4.61,broken clouds
491,Almaznyy,RU,48.0448,40.045,39.2,81,0,6.71,light rain
492,Cockburn Town,TC,21.4612,-71.1419,77.32,75,0,23.91,clear sky
493,Jacareacanga,BR,-6.2222,-57.7528,73.13,97,35,1.86,moderate rain
494,Aden,YE,12.7794,45.0367,79.2,67,2,11.36,clear sky
495,Puerto Ayacucho,VE,5.6639,-67.6236,79.18,74,71,4.47,light rain
496,Sungaipenuh,ID,-2.0833,101.3833,68.45,86,100,1.28,overcast clouds
497,Scarborough,GB,54.2797,-0.4044,46.0,76,73,8.01,broken clouds
498,Inuvik,CA,68.3499,-133.7218,-7.6,59,100,9.22,overcast clouds
499,Erzin,TR,36.9559,36.2,45.0,65,0,4.0,clear sky
500,Lagoa,PT,39.05,-27.9833,59.25,86,62,13.0,broken clouds
501,Gunnedah,AU,-30.9833,150.25,75.99,57,62,1.01,broken clouds
502,Nueva Loja,EC,0.0847,-76.8828,71.53,97,96,1.9,overcast clouds
503,Paraiso,CR,9.8383,-83.8656,73.4,64,20,12.66,few clouds
504,Tecoanapa,MX,16.5167,-98.75,78.84,62,0,3.02,clear sky
505,Graaff-Reinet,ZA,-32.2522,24.5308,57.0,77,22,1.99,few clouds
506,Anzio,IT,41.4853,12.6179,52.0,93,6,3.0,clear sky
507,Dali,CN,25.7,100.1833,58.12,29,1,2.95,clear sky
508,Kushiro,JP,42.975,144.3747,39.2,81,75,5.75,broken clouds
509,Puerto Asis,CO,0.5133,-76.5007,72.23,93,31,1.45,scattered clouds
510,Awbari,LY,26.5921,12.7805,54.82,28,0,7.81,clear sky
511,Muros,ES,42.7762,-9.0603,45.0,90,0,4.99,clear sky
512,Talakan,RU,50.3167,130.3667,35.92,81,100,7.61,overcast clouds
513,Upata,VE,8.0086,-62.3989,70.38,91,79,5.14,broken clouds
514,Labuhan,ID,-6.8844,112.2051,81.36,79,90,3.71,overcast clouds
515,Svetlyy,RU,54.675,20.1347,39.2,93,0,6.71,clear sky
516,Australind,AU,-33.2667,115.7167,72.16,47,0,5.41,clear sky
517,Boa Vista,BR,2.8197,-60.6733,84.2,61,75,9.22,broken clouds
518,Souillac,MU,-20.5167,57.5167,73.4,94,75,5.75,broken clouds
519,Yongan,CN,39.6957,113.6871,39.18,29,0,22.41,clear sky
520,Piacabucu,BR,-10.4056,-36.4344,77.0,83,70,6.64,broken clouds
521,Loukhi,RU,66.0764,33.0381,34.21,93,99,9.73,overcast clouds
522,Airai,TL,-8.9266,125.4092,69.82,71,100,2.93,overcast clouds
523,Kazachinskoye,RU,57.6953,93.2761,28.81,96,100,4.81,light snow
524,Hurghada,EG,27.2574,33.8129,59.0,41,0,11.5,clear sky
525,Acarau,BR,-2.8856,-40.12,76.6,85,91,4.43,overcast clouds
526,Forssa,FI,60.8146,23.6215,37.99,85,68,1.99,broken clouds
527,Mayumba,GA,-3.432,10.6554,79.2,85,99,5.82,heavy intensity rain
528,Dongying,CN,37.4564,118.4856,60.53,66,40,14.32,scattered clouds
529,Zboriv,UA,49.6648,25.141,43.36,88,100,9.71,overcast clouds
530,Inirida,CO,3.8653,-67.9239,74.75,89,20,1.01,few clouds
531,Methala,IN,10.2166,76.2166,78.8,94,40,2.3,mist
532,Yilan,TW,24.757,121.753,80.01,73,20,3.44,few clouds
533,Manavgat,TR,36.7867,31.4431,51.01,57,0,4.61,clear sky
534,Custodia,BR,-8.0875,-37.6431,70.07,88,43,4.36,scattered clouds
535,Marienburg,PL,54.0359,19.0266,42.01,81,100,9.55,light rain
536,Amuntai,ID,-2.4177,115.2494,78.1,90,99,0.49,overcast clouds
537,Toila,EE,59.4236,27.5025,35.58,92,100,11.72,overcast clouds
538,Homer,US,59.6425,-151.5483,34.0,37,40,10.36,scattered clouds
539,Pangoa,PE,-12.1167,-73.0,69.28,98,93,1.72,overcast clouds
540,Khani,GE,41.9563,42.9566,42.8,87,90,6.91,overcast clouds
541,Rongcheng,CN,30.634,117.8517,66.56,76,0,3.56,clear sky
542,Buritis,BR,-15.6178,-46.4233,71.1,54,28,0.85,scattered clouds
543,Pierre,US,44.3683,-100.351,46.0,49,90,11.5,overcast clouds
544,Coahuayana,MX,18.7333,-103.6833,78.8,44,40,11.5,scattered clouds
545,Ambovombe,MG,-25.1667,46.0833,70.9,89,0,4.65,clear sky
546,Igarka,RU,67.4667,86.5833,5.11,96,96,6.29,overcast clouds
547,Buraydah,SA,26.326,43.975,59.0,47,0,11.5,clear sky
548,Songea,TZ,-10.6833,35.65,66.2,100,75,5.75,moderate rain
549,Bud,US,39.447,-86.1758,66.2,59,1,6.91,clear sky
550,Dehloran,IR,32.6941,47.2679,54.05,25,0,8.1,clear sky
551,Praia Da Vitoria,PT,38.7333,-27.0667,60.01,88,75,4.94,broken clouds
552,Arlit,NE,18.7369,7.3853,67.32,17,0,8.01,clear sky
553,Tuatapere,NZ,-46.1333,167.6833,62.01,83,100,4.0,overcast clouds
554,Cap Malheureux,MU,-19.9842,57.6142,77.0,84,100,1.01,overcast clouds
555,Kalawit,PH,8.0667,122.5167,83.91,73,72,7.45,broken clouds
556,Goundam,ML,16.4145,-3.6708,74.95,9,0,11.43,clear sky
557,Barreirinhas,BR,-2.7469,-42.8264,75.83,90,100,5.28,overcast clouds
558,Mangrol,IN,21.1167,70.1167,77.36,58,55,10.42,broken clouds
559,Juneau,US,58.3019,-134.4197,35.6,75,90,18.41,light snow
560,Calais,FR,50.9167,1.8333,48.0,89,100,4.0,overcast clouds
561,Anadyr,RU,64.75,177.4833,3.2,66,0,6.71,clear sky
562,Balykshi,KZ,47.0667,51.8667,33.8,93,73,8.95,mist
563,Iberia,US,29.9502,-91.7507,75.2,88,90,11.5,overcast clouds
564,Tabriz,IR,38.08,46.2919,32.0,80,40,4.61,scattered clouds
565,Naze,JP,28.3667,129.4833,71.6,94,75,20.71,broken clouds
566,Kusti,SD,13.1629,32.6635,77.97,14,0,18.77,clear sky
567,Iskateley,RU,67.6803,53.1512,18.37,92,82,9.57,broken clouds
568,Nassau,US,40.7507,-73.5829,55.0,62,1,6.91,clear sky
569,Charagua,BO,-19.8,-63.2167,56.48,95,100,8.08,light rain
570,Deogarh,IN,21.5333,84.7333,72.28,59,0,0.22,clear sky
571,Rocha,UY,-34.4833,-54.3333,65.64,89,100,3.83,overcast clouds
572,Porto Torres,IT,40.835,8.3972,46.4,100,0,2.3,clear sky
573,Stavern,NO,59.0,10.0333,35.6,69,7,6.91,clear sky
574,Jining,CN,35.405,116.5814,62.01,1,6,1.01,clear sky
575,Kushima,JP,31.4583,131.2333,64.4,94,90,2.3,moderate rain
576,Westport,US,41.1415,-73.3579,54.0,66,1,9.22,clear sky
577,Alofi,NU,-19.0595,-169.9187,82.4,89,14,14.97,light rain
578,Yarim,YE,14.298,44.3779,49.64,57,7,2.48,clear sky
579,Birin,NP,26.8865,88.0718,60.8,88,20,1.14,mist
580,Kosonsoy,UZ,41.2561,71.5508,51.8,87,90,4.61,moderate rain
581,Miles City,US,46.4083,-105.8406,50.0,32,20,10.36,few clouds
582,Shingu,JP,33.7333,135.9833,64.4,77,75,18.41,broken clouds
583,Saint-Pierre,RE,-21.3393,55.4781,75.2,83,20,5.75,few clouds
584,Wewak,PG,-3.5534,143.6268,79.7,86,100,5.23,overcast clouds
585,Kruisfontein,ZA,-34.0033,24.7314,57.99,80,20,5.82,few clouds
586,Baoying,CN,33.2292,119.3092,62.26,74,0,9.73,clear sky
587,Beroroha,MG,-21.6667,45.1667,69.35,93,0,0.29,clear sky
588,Akyab,MM,20.15,92.9,77.68,48,97,4.9,overcast clouds
589,Wloclawek,PL,52.6482,19.0678,39.99,86,98,4.0,overcast clouds
590,Jibuti,DJ,11.5,42.5,75.2,64,1,8.34,haze
591,Zheshart,RU,62.0731,49.5733,9.09,97,55,2.53,broken clouds
592,Davila,PH,18.4726,120.5763,82.4,83,20,2.3,few clouds
593,Shasta Lake,US,40.6804,-122.3708,78.8,22,1,5.75,clear sky
594,Chute-Aux-Outardes,CA,49.1168,-68.399,24.8,68,1,12.66,clear sky
595,Shelburne,CA,44.0787,-80.2041,42.01,87,73,7.7,broken clouds
596,Barao De Melgaco,BR,-16.1944,-55.9675,82.4,69,0,3.44,clear sky
597,Lingsugur,IN,16.1667,76.5167,78.57,41,25,8.16,scattered clouds
598,Mastic Beach,US,40.7668,-72.8521,52.0,62,1,5.75,clear sky
599,Basco,PH,20.4487,121.9702,80.13,85,10,16.64,clear sky
600,Yeppoon,AU,-23.1333,150.7333,84.2,61,40,4.61,scattered clouds
601,Olyka,UA,50.7186,25.8125,46.0,92,100,4.0,overcast clouds
602,Vacaria,BR,-28.5122,-50.9339,66.0,99,100,3.74,overcast clouds
603,Makakilo City,US,21.3469,-158.0858,84.2,48,40,10.36,scattered clouds
604,Maiduguri,NG,11.8464,13.1603,74.12,31,0,11.74,clear sky
605,Port Hueneme,US,34.1478,-119.1951,73.4,55,1,17.27,clear sky
606,Poum,NC,-20.2333,164.0167,80.85,73,18,4.34,few clouds
607,Tahta,EG,26.7693,31.5021,55.4,41,0,13.8,clear sky
608,Vynohradove,UA,46.3696,32.9398,41.61,70,82,6.08,broken clouds
609,Port Augusta,AU,-32.5,137.7667,68.0,56,5,8.05,clear sky
610,Shizukuishi,JP,39.6833,140.9833,46.4,76,75,2.3,broken clouds
611,Chinchani,IN,19.8667,72.7,80.44,44,0,4.52,clear sky
612,Walvis Bay,NA,-22.9575,14.5053,61.0,94,0,5.75,clear sky
613,Beringovskiy,RU,63.05,179.3167,5.47,87,100,8.08,overcast clouds
614,Byron Bay,AU,-28.65,153.6167,78.8,57,0,8.05,clear sky
615,Bilibino,RU,68.0546,166.4372,-2.11,80,6,2.42,clear sky
616,Xuddur,SO,4.1213,43.8894,72.16,76,100,13.4,overcast clouds
617,Mon,IN,26.75,95.1,71.64,23,0,1.99,clear sky
618,Comodoro Rivadavia,AR,-45.8667,-67.5,71.6,37,0,19.57,clear sky
619,Ahuimanu,US,21.4447,-157.8378,82.4,73,40,14.97,scattered clouds
620,Talara,PE,-4.5772,-81.2719,71.89,80,81,9.33,broken clouds
621,Aksarka,RU,66.5606,67.7975,7.72,95,100,5.84,light snow
622,Olinda,BR,-8.0089,-34.8553,75.2,88,75,5.75,light rain
623,Pemba,MZ,-12.974,40.5178,75.2,83,75,5.75,moderate rain
624,Kailua,US,21.4022,-157.7394,82.4,73,40,14.97,scattered clouds
625,Dalbandin,PK,28.8947,64.4101,73.31,34,6,5.35,clear sky
626,Doba,TD,8.65,16.85,86.56,15,94,3.96,overcast clouds
627,Jinchang,CN,38.4953,102.1739,47.12,38,100,5.84,overcast clouds
628,Suamico,US,44.6319,-88.0393,37.99,87,90,3.44,overcast clouds
629,Vanimo,PG,-2.6741,141.3028,81.93,78,100,5.7,moderate rain
630,Serebryanyy Bor,RU,56.8,124.8,23.09,87,100,7.27,overcast clouds
631,Seymchan,RU,62.8833,152.4333,-2.06,83,51,2.59,broken clouds
632,Felanitx,ES,39.4696,3.1483,50.0,66,0,2.3,clear sky
633,Haikou,CN,20.0458,110.3417,75.2,94,20,4.47,few clouds
634,Anchorage,US,61.2181,-149.9003,36.0,35,20,5.75,few clouds
635,Rockledge,US,28.3508,-80.7253,78.01,78,1,8.05,clear sky
636,Gondanglegi,ID,-7.7479,112.0132,80.83,81,24,1.77,few clouds
637,Tigil,RU,57.8,158.6667,8.19,88,100,10.6,overcast clouds
638,Urdoma,RU,61.7533,48.5442,10.63,97,61,2.46,broken clouds
639,Saint-Francois,FR,46.4154,3.9054,33.01,93,0,1.14,clear sky
640,Minab,IR,27.1467,57.0801,71.6,64,100,6.91,overcast clouds
641,Nicoya,CR,10.1483,-85.452,84.2,42,0,19.57,clear sky
642,Nikki,BJ,9.9401,3.2108,77.58,15,9,4.92,clear sky
643,Bayji,IQ,34.9311,43.487,48.63,43,0,6.44,clear sky
644,Sayansk,RU,54.1088,102.1648,22.23,82,84,7.58,broken clouds
645,Kazanskaya,RU,45.4106,40.4361,41.0,77,100,16.02,light rain
646,Berbera,SO,10.4396,45.0143,76.44,73,0,3.44,clear sky
647,Ola,RU,59.5833,151.2833,4.12,80,84,2.64,broken clouds
648,Namatanai,PG,-3.6667,152.4333,84.76,70,98,9.28,light rain
649,Mount Gambier,AU,-37.8333,140.7667,64.4,63,40,10.36,scattered clouds
650,Strezhevoy,RU,60.7333,77.5889,15.8,79,0,8.95,light snow
651,Dingle,PH,10.9995,122.6711,83.32,72,100,9.8,overcast clouds
652,Plettenberg Bay,ZA,-34.0527,23.3716,57.87,80,0,4.65,clear sky
653,Wanaka,NZ,-44.7,169.15,69.39,57,100,6.73,light rain
654,Honningsvag,NO,70.9821,25.9704,37.31,90,100,14.81,overcast clouds
655,Qasigiannguit,GL,68.8193,-51.1922,-14.8,53,9,5.75,clear sky
656,San Rafael Del Sur,NI,11.8485,-86.4384,86.0,39,20,18.41,few clouds
657,Hami,CN,42.8,93.45,53.4,54,100,7.9,overcast clouds
658,Tumaco,CO,1.7986,-78.8156,76.32,87,97,4.85,overcast clouds
659,Vestmanna,FO,62.1564,-7.1664,44.6,100,75,21.85,broken clouds
660,Soyo,AO,-6.1349,12.3689,80.11,82,67,10.27,broken clouds
661,Baker City,US,44.7749,-117.8344,64.4,27,1,12.66,clear sky
662,Kavieng,PG,-2.5744,150.7967,85.06,70,100,14.58,light rain
663,Trincomalee,LK,8.5711,81.2335,79.11,81,84,2.91,broken clouds
664,Lorengau,PG,-2.0226,147.2712,83.86,73,91,9.37,overcast clouds
665,Porbandar,IN,21.6422,69.6093,77.22,65,59,10.0,broken clouds
666,Khasan,RU,42.4308,130.6434,38.26,97,100,12.08,moderate rain
667,Bang Saphan,TH,11.2126,99.5117,84.99,94,20,1.36,few clouds
668,Birao,CF,10.2849,22.7882,79.3,14,1,11.34,clear sky
669,Aleksandrov Gay,RU,50.147,48.5704,34.83,98,100,6.46,overcast clouds
670,Mahajanga,MG,-15.7167,46.3167,78.8,83,20,4.61,few clouds
671,Hare Bay,CA,48.8499,-54.0148,23.0,86,90,23.02,snow
672,Zheleznodorozhnyy,RU,55.7503,38.0042,36.0,93,100,6.71,overcast clouds
673,Pali,IN,25.7667,73.3333,75.2,22,0,8.01,clear sky
674,Junin,AR,-34.5838,-60.9433,62.01,63,100,4.0,overcast clouds
675,Calabozo,VE,8.9242,-67.4293,83.12,46,92,9.91,overcast clouds
676,Pereyaslovskaya,RU,45.8412,39.0238,42.03,85,100,11.86,overcast clouds
677,Traralgon,AU,-38.1833,146.5333,62.01,72,53,7.0,broken clouds
678,Raudeberg,NO,61.9875,5.1352,39.99,84,100,16.08,light rain
679,Grand-Santi,GF,4.25,-54.3833,71.78,98,97,2.48,overcast clouds
680,Luau,AO,-10.7073,22.2247,63.59,95,100,1.23,light rain
681,Jacupiranga,BR,-24.6925,-48.0022,70.25,94,97,0.13,heavy intensity rain
682,Khuzhir,RU,53.1939,107.3397,23.27,79,15,4.43,few clouds
683,North Bend,US,43.4065,-124.2243,61.0,76,1,16.11,clear sky
684,Doha,QA,25.2867,51.5333,73.4,53,0,17.27,clear sky
685,Kitimat,CA,54.0524,-128.6534,35.01,96,100,5.7,moderate rain
686,Rognan,NO,67.0953,15.3878,37.99,87,40,20.71,scattered clouds
687,Carnot,CF,4.9409,15.8665,71.51,79,26,1.28,scattered clouds
688,Kresna,BG,41.7333,23.15,36.0,72,64,2.06,broken clouds
689,Prince Rupert,CA,54.3161,-130.3201,46.4,93,90,12.66,light rain
690,Kuching,MY,1.55,110.3333,80.6,89,20,2.3,few clouds
691,Borogontsy,RU,62.6683,131.1683,21.79,90,100,5.97,overcast clouds
692,Iquitos,PE,-3.7481,-73.2472,78.8,89,40,3.44,scattered clouds
693,Tingi,TZ,-11.3,35.0333,62.47,90,98,0.96,light rain
694,Kamariotissa,GR,40.4833,25.4667,42.8,75,0,3.15,clear sky
695,Torrevieja,ES,37.9787,-0.6822,54.0,81,15,1.99,few clouds
696,Kahului,US,20.8947,-156.47,82.4,57,40,23.02,scattered clouds
697,Panguna,PG,-6.3164,155.4848,78.76,74,86,4.52,light rain
698,Callaway,US,30.153,-85.5699,72.0,88,90,13.8,overcast clouds
699,Skibbereen,IE,51.55,-9.2667,50.0,93,75,24.16,broken clouds
700,Mahon,ES,39.8885,4.2658,51.8,82,0,10.36,clear sky
701,Craig,US,40.5153,-107.5464,48.2,34,75,10.36,broken clouds
702,Stokmarknes,NO,68.5646,14.9108,37.99,92,100,11.99,light rain
