City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
937,Garowe,SO,69.69,clear sky,8.4054,48.4845,Curubo Hotel
940,Carbondale,US,68.0,broken clouds,37.7273,-89.2168,Best Western Saluki Inn
941,Praia,CV,68.0,few clouds,14.9215,-23.5087,LT Aparthotel
943,Bidor,MY,77.0,scattered clouds,4.1139,101.2884,Hotel Bidor mk
944,Camocim,BR,75.78,overcast clouds,-2.9022,-40.8411,Hotel Ilha do Amor
946,Muli,MV,77.61,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
954,Samana,DO,74.62,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
959,Buta,CD,67.46,scattered clouds,2.7858,24.73,HOTEL BISO NA BISO
964,Abu Zabad,SD,72.23,clear sky,12.35,29.25,حامد محمد نور
969,Santa Rosalia,MX,66.18,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
971,Ahmadpur,IN,77.88,clear sky,18.7,76.9333,Hengane (Pitashri Niwas)
972,Dakar,SN,66.2,clear sky,14.6937,-17.4441,Redface Studios Meublés
976,Birmitrapur,IN,71.56,clear sky,22.4,84.7667,ANUP LOMGA
980,Sawakin,SD,71.33,clear sky,19.1059,37.3321,فندق الدويم
983,Mataram,ID,78.8,mist,-8.5833,116.1167,Hotel Santika Mataram
988,Dubbo,AU,73.4,clear sky,-32.25,148.6167,Comfort Inn Blue Lagoon
992,Kabinda,CD,65.32,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
997,Luzhou,CN,67.5,clear sky,28.8724,105.4405,Shijichun Hotel
999,Marovoay,MG,78.8,few clouds,-16.1,46.6333,
1004,Lumut,MY,75.2,few clouds,4.2323,100.6298,"Marina Island Pangkor Resort & Hotel (Suites, Function Rooms and Convention Hall)"
1005,Bom Jesus,BR,76.64,scattered clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
1009,Pokhara,NP,65.44,clear sky,28.2333,83.9833,Butterfly Lodge
1012,Nampula,MZ,73.4,few clouds,-15.1165,39.2666,BUTIK Hotel
1015,Kaman,IN,73.04,clear sky,27.65,77.2667,Dr.kishan kaman
1017,Puerto Baquerizo Moreno,EC,77.83,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
1019,Kangundo,KE,66.2,scattered clouds,-1.2979,37.3471,New Musemei Hotel
1022,Palasa,IN,77.61,clear sky,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
1023,Mango,US,79.0,clear sky,27.9797,-82.3065,Hilton Garden Inn Tampa East/Brandon
1024,Mwingi,KE,69.26,overcast clouds,-0.9344,38.0601,Thorn Tree by The Address
1025,Andros Town,BS,77.0,scattered clouds,24.7,-77.7667,Hanks place
1027,Ranibennur,IN,73.98,broken clouds,14.6167,75.6167,HOTEL SRI NANDI
1030,California City,US,75.0,clear sky,35.1258,-117.9859,Best Western California City Inn & Suites
1031,Trinidad,BO,74.8,overcast clouds,-14.8333,-64.9,Hotel Piesta
1037,Kudahuvadhoo,MV,78.42,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
1041,Kaura Namoda,NG,70.3,clear sky,12.5898,6.5779,Moonlight Hotel
1045,Sao Felix Do Xingu,BR,71.92,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
1047,Umm Lajj,SA,70.32,overcast clouds,25.0213,37.2685,Moon light Furnished Units
1048,Ambon,ID,78.8,moderate rain,-3.6954,128.1814,Swiss-Belhotel Ambon
1049,Ribas Do Rio Pardo,BR,79.79,overcast clouds,-20.4431,-53.7592,Pousada Avenida
1057,Ouadda,CF,72.07,scattered clouds,8.0777,22.4007,
1061,Beneditinos,BR,75.2,broken clouds,-5.45,-42.3667,Pousada e Churrascaria Cabo Miguel
1063,Vayalar,IN,78.8,mist,9.7,76.3333,Vasundhara Sarovar Premiere
1065,Tocopilla,CL,67.68,few clouds,-22.092,-70.1979,Hotel Galvarino
1067,Arinos,BR,71.55,scattered clouds,-15.9169,-46.1056,casa do bruno
1068,Hilton Head Island,US,70.0,few clouds,32.2163,-80.7526,Disney’s Hilton Head Island Resort
1070,Thai Binh,VN,73.4,light intensity drizzle,20.45,106.3333,Sweden Hotel
1077,Ishigaki,JP,77.0,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
1080,Palatka,US,79.0,overcast clouds,29.6486,-81.6376,Holiday Inn Express & Suites Palatka Northwest
1081,Umm Kaddadah,SD,68.31,clear sky,13.6017,26.6876,
1082,Terenos,BR,78.8,clear sky,-20.4422,-54.8603,QUINTAS
1083,Rajapur,IN,77.11,clear sky,25.3833,81.15,B.K. Computer & Janseva Kendra
1084,Imbituba,BR,75.2,scattered clouds,-28.24,-48.6703,Praia Hotel Imbituba
1085,Santa Vitoria,BR,73.74,clear sky,-18.8386,-50.1214,Center Hotel
1086,Inhambane,MZ,71.6,scattered clouds,-23.865,35.3833,Oceano
1087,Lishui,CN,68.0,overcast clouds,28.4604,119.9103,Bayi Hotel
1088,Itaituba,BR,73.26,moderate rain,-4.2761,-55.9836,Hotel Campos
1093,Gibara,CU,78.8,clear sky,21.1097,-76.1317,Sol y Mar
1094,Tambura,SS,71.31,overcast clouds,5.6,27.4667,Rikito Lodge
1097,Hurricane,US,69.01,clear sky,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
1102,Barras,BR,72.72,light rain,-4.2444,-42.2944,Casa Vale
1104,Bom Jesus Dos Perdoes,BR,73.4,clear sky,-23.135,-46.4653,Sitio Rancho Apallosa
1105,Ilo,PE,69.22,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
1106,Wilmington,US,73.4,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
1108,Susanville,US,66.2,clear sky,40.4163,-120.65299999999999,Red Lion Inn & Suites Susanville
1111,Belmonte,BR,78.8,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
1115,Itupiranga,BR,73.81,overcast clouds,-5.1347,-49.3267,Hotel Panorama
1119,Chaozhou,CN,71.6,mist,23.6651,116.6379,Seven Corner View Homestay
1120,Luba,GQ,77.0,light rain,3.4568,8.5547,
1122,Ilhabela,BR,78.04,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
1124,Jeremie,HT,77.16,clear sky,18.65,-74.1167,Auberge’Inn
1128,Wanning,CN,79.0,broken clouds,18.8003,110.3967,Paradise Hotel
1129,Terrell,US,75.2,clear sky,32.736,-96.2753,Holiday Inn Express & Suites Terrell
1134,Xai-Xai,MZ,75.22,light rain,-25.0519,33.6442,Complexo da Familia
1135,Tamiahua,MX,74.68,few clouds,21.2667,-97.45,Mission Of The Sun Hotel
1138,Florianopolis,BR,75.2,scattered clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
1148,Barabai,ID,78.39,overcast clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
1150,Manzanillo,CU,78.51,scattered clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
1151,Pascagoula,US,75.2,overcast clouds,30.3658,-88.5561,Regency Inn
1152,Port Lincoln,AU,65.8,clear sky,-34.7333,135.8667,Port Lincoln Hotel
1162,Tomatlan,MX,73.76,overcast clouds,19.9333,-105.25,Norma franco
1166,Springdale,US,68.0,light rain,36.1867,-94.1288,Springdale Inn
1167,Canto Do Buriti,BR,75.0,scattered clouds,-8.11,-42.9444,Novo Hotel
1171,Tessalit,ML,68.16,clear sky,20.1986,1.0114,
1174,Santa Cruz,BO,68.0,light rain,-17.8,-63.1667,Aviador Hotel Boutique
1178,Talbahat,IN,75.6,clear sky,25.05,78.4333,PWD Guest House
1180,Esperanza,DO,73.99,clear sky,19.5847,-70.9849,Cabañas Bernard - Alojamientos Turísticos
1183,Puerto Cabezas,NI,76.14,clear sky,14.0351,-83.3888,Cabaña Caribe
1185,Manikpur,IN,76.71,clear sky,25.0667,81.1167,Pure Jhau Lal
1187,La Asuncion,VE,76.01,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
1188,Martapura,ID,78.8,few clouds,-3.4167,114.85,Montana Hotel Syariah
1189,Karema,TZ,68.97,overcast clouds,-6.8205,30.4389,
1192,Lindsay,US,75.99,clear sky,36.203,-119.0882,Lindsay Inn
1194,Quang Ngai,VN,77.41,overcast clouds,15.1167,108.8,Central Hotel
1195,Godda,IN,76.66,clear sky,24.8333,87.2167,HOTEL TUSH TAYA RESIDENCY
1199,Santa Maria Da Vitoria,BR,72.75,overcast clouds,-13.3947,-44.1886,Pousada Rio Current
1205,Tulua,CO,71.6,broken clouds,4.0847,-76.1954,Hotel Corazón del Valle
1207,Puerto Narino,CO,77.0,scattered clouds,-3.7703,-70.3831,Eware Refugio Amazonico
1210,Taunggyi,MM,69.93,few clouds,20.7833,97.0333,True Treasure Hotel
1211,Kant,IN,70.12,clear sky,27.8,79.8,Haseeb Khan shatreng
1213,Kouango,CF,73.71,scattered clouds,4.9934,19.9619,
1215,El Alto,PE,70.84,overcast clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
1216,Lima,PE,70.0,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
1220,Adre,TD,70.39,clear sky,13.4667,22.2,
1231,Bam,IR,74.66,few clouds,29.105999999999998,58.357,Bam Tourist Hotel
1233,Trelew,AR,68.94,overcast clouds,-43.248999999999995,-65.3051,Hotel Touring Club
1234,Gao,ML,69.06,clear sky,16.6362,1.6369999999999998,
1238,Urucui,BR,74.95,few clouds,-7.2294,-44.5561,Hotel Premium Piauí
1242,Pontianak,ID,78.8,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
1246,Sorab,IN,71.33,overcast clouds,14.3833,75.1,Sorba Government Guest House
1248,Puyang,CN,68.14,broken clouds,29.4603,119.8861,Xianhua Sandalwood Celebrity Hotel
1250,Isla Vista,US,71.01,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
1252,Mildura,AU,66.0,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
1253,Itamaraca,BR,75.2,mist,-7.7478,-34.8256,Special K's Bed & Breakfast
1260,Lusambo,CD,68.95,overcast clouds,-4.9667,23.45,
1263,Zinder,NE,67.78,clear sky,13.8072,8.9881,Hotel de Ville
1269,Picui,BR,71.46,light rain,-6.5106,-36.3469,Pousada Seridó Gold
1272,Gambela,ET,77.86,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
1273,Ouro Preto Do Oeste,BR,71.69,broken clouds,-10.7481,-62.2158,Graúna Resort Hotel
1276,Sharjah,AE,78.8,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
1277,Pecos,US,73.4,clear sky,31.4229,-103.4932,Knights Inn Pecos
1279,Simplicio Mendes,BR,77.85,overcast clouds,-7.8539,-41.9103,Fidalgo
1283,Tezu,IN,76.95,clear sky,27.9167,96.1667,Circuit House
1284,Ukiah,US,78.8,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
1286,Brokopondo,SR,75.79,scattered clouds,4.75,-55.1667,Matu Island
1288,Paita,PE,72.75,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
1291,Moreira Sales,BR,75.16,overcast clouds,-24.0622,-53.0069,Portal Moreira Sales
1294,Ibra,OM,72.07,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
1295,Garoua,CM,79.45,clear sky,9.3,13.4,Hotel De L'Amitie
1296,Pedernales,DO,79.39,clear sky,18.0384,-71.744,Hotel Costa Marina
1305,Tarakan,ID,78.12,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
1306,Marsh Harbour,BS,75.97,clear sky,26.5412,-77.0636,Abaco Beach Resort
1310,Road Town,VG,78.8,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
1312,Manjo,CM,71.83,scattered clouds,4.8428,9.8217,Hôtel la Grace
1314,Coihueco,CL,71.6,few clouds,-36.6167,-71.8333,Frutillares Coihueco
1315,Sakti,IN,72.18,clear sky,22.0333,82.9667,Shanti Palace
1320,Chunhuhub,MX,79.66,clear sky,19.55,-88.6833,
1321,Marigot,MF,78.8,scattered clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
1322,Maragogi,BR,75.87,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
1325,Tucupita,VE,71.58,overcast clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
1326,Ati,TD,78.04,clear sky,13.2154,18.3353,
1327,Yuli,NG,77.22,clear sky,9.6989,10.2744,
1329,Ojinaga,MX,78.8,clear sky,29.5667,-104.4167,Suites Las Palmas
1330,Abu Dhabi,AE,77.0,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1339,Antsohihy,MG,72.48,overcast clouds,-14.8796,47.9875,Hotel de Ville
1341,Jintur,IN,79.12,clear sky,19.6167,76.7,AMOL SALVE SWEET ORANGE FARM
1351,Le Vauclin,MQ,77.0,broken clouds,14.5452,-60.8388,Hôtel Cap Macabou
1353,Searcy,US,66.99,overcast clouds,35.2506,-91.7363,Holiday Inn Express & Suites Searcy
1354,Kanigoro,ID,79.97,broken clouds,-8.13,112.219,Musafer Villa ( Villa Erlin )
1355,Prabumulih,ID,75.31,overcast clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
1359,Ballarat,AU,66.0,broken clouds,-37.5662,143.8496,Quest Ballarat
1360,Gopalpur,IN,78.4,few clouds,19.2667,84.9167,Swosti Palm Resort
1362,Juba,SS,75.0,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
1365,Teknaf,BD,78.03,overcast clouds,20.8624,92.3058,Forestry Guesthouse
1367,Fonte Boa,BR,73.2,light rain,-2.4959,-66.2662,
1370,Key West,US,78.8,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
1374,Sangrur,IN,67.44,clear sky,30.2333,75.8333,STARiHOTEL Sangrur
1375,Yangambi,CD,67.69,light rain,0.8102,24.4336,
1381,Sultanpur,IN,71.64,clear sky,26.2667,82.0667,OYO 49568 Vrindavan Guest House
1382,Chimore,BO,72.0,overcast clouds,-16.9833,-65.1333,Bichito
1386,Caxito,AO,78.8,broken clouds,-8.5785,13.6643,
1388,Gambo,CF,69.26,scattered clouds,4.6482,22.2633,
1390,Neuquen,AR,66.2,clear sky,-38.9516,-68.0591,Hotel del Comahue
1392,Miyang,CN,65.62,clear sky,24.4042,103.4428,Huibinlou Hotel
1395,Lodhran,PK,78.39,clear sky,29.5405,71.6336,Gulshan e khalil
1398,Santiago,CL,70.0,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
1408,Sao Borja,BR,66.34,overcast clouds,-28.6606,-56.0044,Hotel Executivo
1410,Nago,JP,77.0,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1411,Beitbridge,ZW,72.39,scattered clouds,-22.2167,30.0,PETERS MOTEL & CONFERENCE CENTRE
1422,Moron,AR,66.99,broken clouds,-34.6534,-58.6198,Hotel Morón
1424,Tucurui,BR,71.74,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
1425,Mae Sot,TH,77.0,overcast clouds,16.7167,98.5667,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
1431,Massaguet,TD,78.8,dust,12.4755,15.4365,Alwatane
1434,Anisoc,GQ,70.38,broken clouds,1.8658,10.7689,
1441,Waw,SS,78.8,few clouds,7.7029,27.9953,Universal Gab Hotel
1442,Gua Musang,MY,77.07,scattered clouds,4.8823,101.9644,Mines Inn Hotel
1448,Lahij,YE,69.51,few clouds,13.1667,44.5833,
1452,Sidhpura,IN,72.23,clear sky,27.6333,78.8833,Taj Hotel
1454,Magomeni,TZ,75.2,broken clouds,-6.8,39.25,Conway Hotel
1457,Hwange,ZW,67.15,overcast clouds,-18.3693,26.5019,Hwange Colliery Guest House
1459,Kisangani,CD,67.6,light rain,0.5167,25.2,Grand Ramela Hotel
1462,Matara,LK,76.91,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
1463,Pauini,BR,73.98,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
1467,Hongjiang,CN,68.27,few clouds,27.11,109.9956,洪江大酒店
1468,Odweyne,SO,68.38,clear sky,9.4092,45.06399999999999,Eng Hiirey House
1472,Puerto Cabello,VE,76.42,overcast clouds,10.4731,-68.0125,Hotel Cumboto
1475,Camalu,MX,65.57,clear sky,30.85,-116.0667,La Cueva del Pirata
1479,Patea,NZ,69.01,overcast clouds,-39.7583,174.4833,Patea Rest N Fresh
1482,Rincon,US,75.99,broken clouds,32.296,-81.2354,Days Inn Rincon
1483,Nuevo Progreso,MX,78.01,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
1486,Umarkot,PK,76.78,clear sky,25.3616,69.7362,Al-Qamar Boys Hostel
1491,Gandhidham,IN,79.05,clear sky,23.0833,70.1333,Elevate Employment Solutions
1492,Wenling,CN,66.0,light rain,28.3669,121.36,Hanting Express Wenling Wanchang North Road
1494,Inongo,CD,71.46,light rain,-1.95,18.2667,Hotel Du Lac
1495,Benguela,AO,76.89,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
1496,Amarante Do Maranhao,BR,71.46,overcast clouds,-5.5667,-46.7422,Hotéis Caçulinha
1499,Esmeraldas,BR,78.8,clear sky,-19.7625,-44.3139,Forasteiro Pousada - Hotel
1501,Ambanja,MG,72.9,overcast clouds,-13.6833,48.45,Hotel Salama and Fast Food
1504,Nova Prata,BR,66.0,moderate rain,-28.7839,-51.61,Condall Palace Hotel
1506,Sechura,PE,75.61,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
1508,Luocheng,CN,65.59,clear sky,29.3848,104.0286,Luocheng Hotel
1509,Amapa,BR,71.06,overcast clouds,1.0,-52.0,
1514,Eunice,US,75.2,overcast clouds,30.4944,-92.4176,Holiday Inn Express Eunice
1516,Sao Gabriel Da Cachoeira,BR,73.09,moderate rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1517,Surabaya,ID,78.8,few clouds,-7.2492,112.7508,Hôtel Majapahit Surabaya - MGallery
1519,Raga,SS,76.91,scattered clouds,8.4596,25.678,
1520,Treinta Y Tres,UY,65.25,overcast clouds,-33.2333,-54.3833,Jardines Apart-Hotel
1521,Unjha,IN,74.1,clear sky,23.8,72.4,Umiya Mataji Guest House
1522,Singarayakonda,IN,75.29,overcast clouds,15.25,80.0333,srinu tiffin shop
1523,Conceicao Do Araguaia,BR,73.47,scattered clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
1525,Tete,MZ,78.8,broken clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
1527,Mozarlandia,BR,74.82,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
1528,Shinpokh,PK,66.2,haze,34.3292,71.1782,
1531,Manokwari,ID,77.29,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
1533,Malanville,BJ,78.17,clear sky,11.8685,3.3899,DEVO HOTEL
1536,Talhar,PK,75.97,few clouds,24.8833,68.8167,Kanwal Rice Mill
1541,Sibolga,ID,79.72,few clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
1544,Jizan,SA,78.8,clear sky,17.3333,42.6667,شهدان. ابوالحجر
1545,Maldonado,UY,69.01,light rain,-34.6667,-54.9167,La Cimarrona
1552,Pimentel,PE,73.4,clear sky,-6.8367,-79.9342,Casona Del Muelle
1557,Prata,BR,74.5,clear sky,-19.3072,-48.9242,Hotel Pontal Aluga-se Quitinetes e suítes mensalmente
1558,Chandbali,IN,76.44,clear sky,20.7833,86.7667,KABITA HOMES
1562,Alvaraes,BR,73.49,moderate rain,-3.2208,-64.8042,Av. Castelo Branco. Ginásio Ermelino vieira.
1564,Mawlaik,MM,74.73,overcast clouds,23.6333,94.4167,AKZ Guest House
1565,Nelson Bay,AU,75.99,clear sky,-32.7167,152.15,Mantra Nelson Bay
1567,Biltine,TD,75.96,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
1569,Manono,CD,67.08,overcast clouds,-7.3,27.4167,Hotel hewa bora
1571,Manjacaze,MZ,71.92,clear sky,-24.7117,33.8828,Hotel Gani
1572,Manaus,BR,78.8,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
1574,Vila Do Maio,CV,68.0,few clouds,15.1333,-23.2167,Residence 'I Delfini'
1578,Faranah,GN,77.49,clear sky,10.0404,-10.7434,Chez mon oncle
1580,Gamba,GA,77.45,overcast clouds,-2.65,10.0,
1583,Coromandel,BR,70.5,broken clouds,-18.4733,-47.2003,Hotel Dona Adélia
1589,Manoel Urbano,BR,74.79,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
1593,Dalby,AU,77.0,overcast clouds,-27.1833,151.2667,Kobbers Motor Inn Dalby
1595,Alenquer,BR,75.2,clear sky,-1.9417,-54.7383,Josilene Castro
1603,Santa Vitoria Do Palmar,BR,68.61,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
1604,Takaka,NZ,66.0,overcast clouds,-40.85,172.8,Golden Bay Motels
1610,Diamantino,BR,75.76,broken clouds,-14.4086,-56.4461,Hotel Delta
1618,Encarnacion,PY,67.26,overcast clouds,-27.3333,-55.9,Hotel Posadas
1620,La Libertad,EC,75.38,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
1623,Wairoa,NZ,75.99,overcast clouds,-39.0333,177.3667,Riverside Motor Camp
1624,Lingao,CN,76.35,scattered clouds,19.9103,109.6859,Lingao Ditai Inn
1625,Sao Miguel Do Araguaia,BR,75.69,scattered clouds,-13.275,-50.1628,Hotel Executivo Palace
1630,Carlos Chagas,BR,71.24,clear sky,-17.7031,-40.7664,Minas Hotel
1631,Opotiki,NZ,69.01,overcast clouds,-38.0833,177.2833,Agassiz House Opotiki Backpackers
1637,Bom Jardim,BR,71.47,broken clouds,-7.7958,-35.5872,Pousada do Posto Jose Breno
1639,Gayeri,BF,79.59,clear sky,12.6497,0.4931,
1642,Russellville,US,75.2,clear sky,35.2784,-93.1338,Hampton Inn Russellville
1644,Santa Cruz Do Capibaribe,BR,70.07,broken clouds,-7.9575,-36.2047,Etiqueta Hotel
1646,Senador Jose Porfirio,BR,74.1,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
1649,Dalaba,GN,65.28,clear sky,10.7,-12.25,Hôtel Tangama
1651,Bossangoa,CF,76.26,scattered clouds,6.4926,17.4552,LA PERLE DE BOSTON
1652,Porto De Moz,BR,73.2,scattered clouds,-1.7483,-52.2383,Dormitório labelle
1653,Mankono,CI,77.31,few clouds,8.0586,-6.1897,Hotel Cajoux
1655,Nan,TH,73.4,few clouds,18.8333,100.6667,สะเนียน2
1658,Satun,TH,78.8,few clouds,6.8333,100.0,บ้านไทโฮมสเตย์&รีสอร์ท จ.สตูล
1661,Nanchang,CN,66.16,scattered clouds,28.6833,115.8833,Gloria Plaza Hotel Nanchang
1668,Acari,PE,74.12,clear sky,-15.4311,-74.6158,HOSPEDAJE XIMENA
1669,Takoradi,GH,78.35,clear sky,4.8845,-1.7554,Raybow International Hotel
1671,Jishou,CN,65.37,clear sky,28.3167,109.7167,7Days Inn Jishou Railway Station
1676,Yangjiang,CN,76.48,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
1677,Boke,GN,71.06,broken clouds,10.9409,-14.2967,Hôtel Rio Nunez - Boké
1679,Najran,SA,66.2,clear sky,17.4924,44.1277,محمد هادي ال فطيح
1680,Madimba,TZ,75.65,overcast clouds,-10.4,40.3333,
1684,Mananjary,MG,73.94,clear sky,-21.2167,48.3333,Vahiny Lodge
1687,El Calvario,GT,66.52,clear sky,14.1167,-89.9167,FINCA LOS ABUELOS
1688,Tabou,CI,77.54,light rain,4.423,-7.3528,hotêl doufoulougou
1691,Shaowu,CN,68.5,overcast clouds,27.3409,117.4831,Yijie Express Hotel
1695,Santa Isabel Do Rio Negro,BR,74.07,overcast clouds,-0.4139,-65.0192,Hotel GSA
1698,Selma,US,75.2,clear sky,36.5708,-119.6121,Holiday Inn Selma-Swancourt
1699,Soe,ID,76.17,overcast clouds,-9.8607,124.28399999999999,Dena Hotel
1700,Araouane,ML,74.14,clear sky,18.9048,-3.5265,
1704,Te Karaka,NZ,73.35,overcast clouds,-38.4654,177.8679,
1707,West Odessa,US,78.01,clear sky,31.8424,-102.4988,Corporate Mobile Housing
1714,Machilipatnam,IN,78.8,mist,16.1667,81.1333,R&B Bungalow
1716,Urucara,BR,74.21,overcast clouds,-2.5364,-57.76,Hotel japa
1717,North Myrtle Beach,US,70.0,scattered clouds,33.816,-78.68,Avista Resort
1721,Miandrivazo,MG,72.28,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
1724,San Carlos,VE,78.93,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
1725,Vilhena,BR,73.02,overcast clouds,-12.7406,-60.1458,Hotel Mirage
1726,Linhai,CN,66.99,overcast clouds,28.85,121.1167,Linhai S&N International Hotel
1729,Mandera,KE,79.83,overcast clouds,3.9366,41.867,Kornesh Hotel and Lodging
1730,Farah,AF,73.06,clear sky,32.5,62.5,
1739,Nishihara,JP,77.0,broken clouds,26.1842,127.7558,Minshuku Agaihama
1740,Vertientes,CU,77.0,few clouds,21.2594,-78.1464,
1743,Beihai,CN,74.55,scattered clouds,21.4833,109.1,21 Degree Hostel
1748,Moree,AU,77.0,overcast clouds,-29.4667,149.85,Molika Springs Motel
1749,Keti Bandar,PK,77.23,broken clouds,24.1447,67.4497,Haji laloo memon house
1752,Pozo Colorado,PY,66.27,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
1754,Waitakere,NZ,73.99,broken clouds,-36.9175,174.6577,Waken up with birds chirping and View-double bedroom withprivate bathroom
1757,Martinez,US,78.8,clear sky,38.0194,-122.1341,Best Western John Muir Inn
1761,Paracuru,BR,75.0,overcast clouds,-3.41,-39.0306,Hotel Vento Brasil
1763,Essau,GM,69.8,broken clouds,13.4839,-16.5347,Jawara kunda
1765,Horn Lake,US,77.0,overcast clouds,34.9554,-90.0348,"Hilton Garden Inn Memphis/Southaven, MS"
1767,Pombas,CV,69.8,few clouds,17.1503,-25.0201,POUSADA O RECANTO
1768,Humaita,BR,74.34,moderate rain,-7.5061,-63.0208,Corrêa Hotel
1774,Port Victoria,KE,68.65,overcast clouds,0.0939,33.9756,Homepark motel
1777,Gariaband,IN,73.4,haze,20.635,82.0614,हंसराज ट्रैक्टर
1778,Veraval,IN,77.94,broken clouds,20.9,70.3667,Lords Inn Somnath
1779,Iquique,CL,68.0,overcast clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
1780,Wagar,SD,70.81,clear sky,16.1525,36.2032,
1781,Monterey,US,73.0,clear sky,36.2505,-121.2516,
1785,Vitorino Freire,BR,72.9,heavy intensity rain,-4.0667,-45.1667,
1794,Taitung,TW,78.8,few clouds,22.7583,121.1444,Taitung Bali Suites Hotel
1797,Masuguru,TZ,69.71,overcast clouds,-11.3667,38.4167,
1800,La Suiza,CR,78.8,few clouds,9.8524,-83.6133,Nature Hideaway Bed & Breakfast
1801,Ankpa,NG,78.8,overcast clouds,7.3706,7.6253,AA Suites
1802,Turbat,PK,74.35,broken clouds,26.0023,63.044,Mubashar Quarters
1803,Bensonville,LR,77.0,scattered clouds,6.4461,-10.6125,
1804,Kon Tum,VN,79.59,overcast clouds,14.35,108.0,Hoa đà spa- homestay
1808,Buenos Aires,AR,66.99,few clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
1810,Puerto Salgar,CO,74.66,overcast clouds,5.462999999999999,-74.6544,Hotel Confort
1813,Medford,US,71.6,clear sky,42.3265,-122.8756,Rodeway Inn
